t,d1,d2,d3
1.362,0.038,0.481,1.069
1.363,0.030,0.469,1.049
1.365,0.024,0.457,1.033
1.367,0.022,0.446,1.013
1.368,0.018,0.435,0.993
1.370,0.011,0.421,0.971
1.372,0.000,0.397,0.940
1.373,-0.017,0.369,0.903
1.375,-0.036,0.338,0.861
1.377,-0.052,0.309,0.821
1.378,-0.065,0.282,0.784
1.380,-0.071,0.263,0.753
1.382,-0.066,0.255,0.735
1.383,-0.056,0.255,0.726
1.385,-0.045,0.262,0.723
1.387,-0.034,0.268,0.720
1.388,-0.023,0.274,0.715
1.390,-0.017,0.277,0.708
1.392,-0.011,0.277,0.701
1.393,-0.006,0.276,0.692
1.395,-0.001,0.275,0.679
1.397,0.003,0.274,0.668
1.398,0.009,0.275,0.661
1.400,0.011,0.274,0.654
1.402,0.009,0.271,0.644
1.403,0.005,0.266,0.632
1.405,0.005,0.259,0.619
1.407,0.003,0.251,0.607
1.408,-0.001,0.241,0.594
1.410,-0.006,0.234,0.578
1.412,-0.008,0.229,0.559
1.413,-0.005,0.225,0.541
1.415,-0.001,0.224,0.528
1.417,0.002,0.223,0.521
1.418,0.008,0.226,0.518
1.420,0.014,0.228,0.519
1.422,0.021,0.226,0.518
1.423,0.022,0.226,0.516
1.425,0.021,0.226,0.509
1.427,0.025,0.228,0.503
1.428,0.027,0.228,0.496
1.430,0.030,0.230,0.490
1.432,0.039,0.237,0.486
1.433,0.051,0.245,0.489
1.435,0.061,0.249,0.498
1.437,0.063,0.255,0.501
1.438,0.067,0.259,0.496
1.440,0.068,0.262,0.490
1.442,0.062,0.265,0.486
1.443,0.057,0.268,0.482
1.445,0.055,0.271,0.475
1.447,0.058,0.269,0.469
1.448,0.065,0.273,0.469
1.450,0.072,0.277,0.468
1.452,0.079,0.280,0.467
1.453,0.084,0.279,0.466
1.455,0.090,0.277,0.463
1.457,0.093,0.274,0.458
1.458,0.091,0.267,0.451
1.460,0.089,0.258,0.449
1.462,0.089,0.247,0.445
1.463,0.087,0.237,0.433
1.465,0.081,0.229,0.420
1.467,0.068,0.217,0.406
1.468,0.056,0.203,0.389
1.470,0.045,0.191,0.369
1.472,0.035,0.183,0.348
1.473,0.030,0.176,0.332
1.475,0.030,0.173,0.324
1.477,0.038,0.176,0.320
1.478,0.047,0.182,0.321
1.480,0.056,0.188,0.325
1.482,0.065,0.194,0.335
1.483,0.074,0.199,0.349
1.485,0.079,0.203,0.354
1.487,0.080,0.206,0.358
1.488,0.080,0.208,0.363
1.490,0.081,0.211,0.367
1.492,0.081,0.212,0.366
1.493,0.075,0.210,0.360
1.495,0.068,0.202,0.353
1.497,0.063,0.193,0.342
1.498,0.062,0.185,0.327
1.500,0.057,0.175,0.311
1.502,0.050,0.164,0.293
1.503,0.045,0.154,0.279
1.505,0.044,0.150,0.268
1.507,0.045,0.147,0.261
1.508,0.042,0.147,0.259
1.510,0.039,0.148,0.256
1.512,0.040,0.152,0.255
1.513,0.043,0.155,0.252
1.515,0.046,0.156,0.251
1.517,0.047,0.155,0.251
1.518,0.050,0.154,0.251
1.520,0.051,0.154,0.254
1.522,0.053,0.154,0.256
1.523,0.052,0.153,0.257
1.525,0.049,0.150,0.254
1.527,0.044,0.143,0.249
1.528,0.038,0.134,0.245
1.530,0.031,0.122,0.234
1.532,0.022,0.110,0.219
1.533,0.013,0.100,0.206
1.535,0.007,0.095,0.192
1.537,0.001,0.092,0.182
1.538,-0.004,0.087,0.173
1.540,-0.008,0.082,0.165
1.542,-0.010,0.077,0.160
1.543,-0.012,0.070,0.155
1.545,-0.016,0.062,0.154
1.547,-0.017,0.057,0.146
1.548,-0.019,0.052,0.133
1.550,-0.022,0.048,0.123
1.552,-0.023,0.042,0.117
1.553,-0.023,0.040,0.113
1.555,-0.021,0.039,0.111
1.557,-0.020,0.039,0.116
1.558,-0.020,0.036,0.122
1.560,-0.021,0.033,0.123
1.562,-0.021,0.033,0.122
1.563,-0.020,0.035,0.123
1.565,-0.022,0.032,0.120
1.567,-0.028,0.027,0.111
1.568,-0.034,0.023,0.104
1.570,-0.037,0.023,0.102
1.572,-0.039,0.020,0.095
1.573,-0.041,0.014,0.087
1.575,-0.040,0.012,0.082
1.577,-0.034,0.014,0.082
1.578,-0.025,0.018,0.082
1.580,-0.020,0.019,0.082
1.582,-0.018,0.023,0.086
1.583,-0.018,0.029,0.092
1.585,-0.015,0.038,0.099
1.587,-0.013,0.048,0.105
1.588,-0.011,0.058,0.113
1.590,-0.006,0.071,0.127
1.592,0.005,0.083,0.140
1.593,0.016,0.094,0.151
1.595,0.025,0.101,0.158
1.597,0.032,0.107,0.166
1.598,0.041,0.113,0.174
1.600,0.045,0.116,0.176
1.602,0.045,0.115,0.176
1.603,0.043,0.114,0.177
1.605,0.042,0.113,0.178
1.607,0.043,0.112,0.175
1.608,0.042,0.112,0.171
1.610,0.040,0.112,0.166
1.612,0.037,0.112,0.164
1.613,0.034,0.110,0.159
1.615,0.033,0.109,0.154
1.617,0.033,0.107,0.151
1.618,0.034,0.103,0.147
1.620,0.034,0.099,0.146
1.622,0.035,0.096,0.144
1.623,0.034,0.097,0.143
1.625,0.028,0.095,0.143
1.627,0.020,0.093,0.146
1.628,0.018,0.091,0.145
1.630,0.021,0.089,0.144
1.632,0.023,0.086,0.141
1.633,0.024,0.082,0.140
1.635,0.029,0.082,0.140
1.637,0.036,0.081,0.140
1.638,0.034,0.078,0.136
1.640,0.030,0.073,0.130
1.642,0.025,0.066,0.124
1.643,0.019,0.054,0.113
1.645,0.006,0.038,0.097
1.647,-0.012,0.020,0.080
1.648,-0.027,0.005,0.065
1.650,-0.039,-0.008,0.052
1.652,-0.050,-0.017,0.037
1.653,-0.056,-0.024,0.023
1.655,-0.058,-0.027,0.014
1.657,-0.052,-0.025,0.013
1.658,-0.046,-0.021,0.019
1.660,-0.041,-0.014,0.028
1.662,-0.035,-0.005,0.043
1.663,-0.027,0.007,0.057
1.665,-0.022,0.012,0.064
1.667,-0.027,0.013,0.065
1.668,-0.035,0.010,0.061
1.670,-0.041,0.002,0.055
1.672,-0.044,-0.009,0.047
1.673,-0.050,-0.019,0.038
1.675,-0.054,-0.024,0.031
1.677,-0.051,-0.027,0.027
1.678,-0.046,-0.029,0.024
1.680,-0.047,-0.029,0.019
1.682,-0.053,-0.028,0.015
1.683,-0.061,-0.030,0.013
1.685,-0.068,-0.032,0.012
1.687,-0.073,-0.034,0.008
1.688,-0.076,-0.034,0.004
1.690,-0.072,-0.031,0.003
1.692,-0.066,-0.026,0.005
1.693,-0.056,-0.019,0.013
1.695,-0.045,-0.012,0.022
1.697,-0.040,-0.010,0.033
1.698,-0.036,-0.010,0.043
1.700,-0.035,-0.010,0.051
1.702,-0.033,-0.009,0.053
1.703,-0.032,-0.006,0.052
1.705,-0.032,-0.006,0.049
1.707,-0.033,-0.007,0.042
1.708,-0.033,-0.010,0.035
1.710,-0.031,-0.014,0.030
1.712,-0.030,-0.021,0.026
1.713,-0.030,-0.027,0.020
1.715,-0.031,-0.030,0.010
1.717,-0.034,-0.031,0.005
1.718,-0.040,-0.031,0.000
1.720,-0.048,-0.033,-0.003
1.722,-0.055,-0.035,-0.004
1.723,-0.058,-0.036,-0.002
1.725,-0.054,-0.032,0.009
1.727,-0.045,-0.021,0.023
1.728,-0.029,-0.006,0.040
1.730,-0.010,0.016,0.054
1.732,0.008,0.038,0.068
1.733,0.024,0.058,0.082
1.735,0.039,0.074,0.094
1.737,0.051,0.086,0.107
1.738,0.055,0.092,0.114
1.740,0.053,0.091,0.119
1.742,0.051,0.087,0.119
1.743,0.048,0.082,0.115
1.745,0.041,0.076,0.108
1.747,0.032,0.068,0.099
1.748,0.027,0.061,0.093
1.750,0.024,0.055,0.090
1.752,0.019,0.051,0.086
1.753,0.014,0.048,0.087
1.755,0.016,0.045,0.087
1.757,0.017,0.041,0.085
1.758,0.014,0.038,0.084
1.760,0.013,0.035,0.078
1.762,0.013,0.036,0.075
1.763,0.012,0.034,0.072
1.765,0.011,0.038,0.072
1.767,0.014,0.045,0.073
1.768,0.020,0.053,0.078
1.770,0.027,0.061,0.089
1.772,0.033,0.066,0.100
1.773,0.040,0.070,0.104
1.775,0.041,0.071,0.108
1.777,0.042,0.071,0.114
1.778,0.045,0.073,0.120
1.780,0.044,0.075,0.122
1.782,0.045,0.077,0.123
1.783,0.042,0.080,0.127
1.785,0.040,0.079,0.128
1.787,0.033,0.073,0.125
1.788,0.026,0.066,0.119
1.790,0.023,0.060,0.116
1.792,0.020,0.052,0.112
1.793,0.014,0.044,0.102
1.795,0.009,0.040,0.094
1.797,0.004,0.039,0.088
1.798,-0.001,0.035,0.080
1.800,-0.010,0.029,0.069
1.802,-0.017,0.024,0.057
1.803,-0.022,0.021,0.051
1.805,-0.023,0.016,0.047
1.807,-0.021,0.009,0.043
1.808,-0.020,0.005,0.042
1.810,-0.020,0.003,0.043
1.812,-0.019,0.003,0.044
1.813,-0.017,0.001,0.044
1.815,-0.019,-0.001,0.044
1.817,-0.025,-0.006,0.040
1.818,-0.032,-0.014,0.031
1.820,-0.037,-0.020,0.023
1.822,-0.043,-0.024,0.019
1.823,-0.049,-0.028,0.013
1.825,-0.052,-0.030,0.008
1.827,-0.053,-0.027,0.003
1.828,-0.048,-0.021,0.006
1.830,-0.045,-0.018,0.008
1.832,-0.041,-0.014,0.010
1.833,-0.036,-0.008,0.020
1.835,-0.029,-0.003,0.029
1.837,-0.022,-0.001,0.033
1.838,-0.021,-0.002,0.030
1.840,-0.021,-0.005,0.027
1.842,-0.021,-0.007,0.024
1.843,-0.021,-0.011,0.020
1.845,-0.020,-0.012,0.021
1.847,-0.020,-0.012,0.026
1.848,-0.019,-0.010,0.033
1.850,-0.017,-0.005,0.040
1.852,-0.013,0.000,0.045
1.853,-0.007,0.005,0.048
1.855,-0.004,0.007,0.045
1.857,-0.003,0.009,0.042
1.858,-0.003,0.010,0.038
1.860,-0.003,0.010,0.031
1.862,-0.004,0.009,0.027
1.863,-0.007,0.007,0.026
1.865,-0.007,0.006,0.027
1.867,-0.005,0.004,0.030
1.868,-0.003,0.002,0.032
1.870,-0.004,0.001,0.034
1.872,-0.008,0.000,0.033
1.873,-0.012,0.000,0.028
1.875,-0.020,-0.006,0.021
1.877,-0.030,-0.012,0.011
1.878,-0.038,-0.017,0.009
1.880,-0.042,-0.022,0.010
1.882,-0.048,-0.028,0.003
1.883,-0.055,-0.036,-0.003
1.885,-0.056,-0.037,-0.005
1.887,-0.052,-0.036,-0.004
1.888,-0.046,-0.032,-0.005
1.890,-0.037,-0.024,-0.003
1.892,-0.026,-0.017,0.006
1.893,-0.014,-0.009,0.018
1.895,-0.006,0.001,0.027
1.897,-0.003,0.013,0.034
1.898,-0.001,0.023,0.041
1.900,0.004,0.032,0.050
1.902,0.011,0.043,0.061
1.903,0.023,0.058,0.074
1.905,0.037,0.072,0.089
1.907,0.052,0.086,0.102
1.908,0.064,0.096,0.115
1.910,0.072,0.105,0.126
1.912,0.079,0.113,0.135
1.913,0.079,0.114,0.138
1.915,0.074,0.112,0.134
1.917,0.071,0.105,0.131
1.918,0.071,0.098,0.123
1.920,0.071,0.091,0.118
1.922,0.066,0.085,0.111
1.923,0.062,0.078,0.101
1.925,0.058,0.072,0.094
1.927,0.055,0.068,0.088
1.928,0.050,0.067,0.082
1.930,0.041,0.059,0.073
1.932,0.032,0.049,0.062
1.933,0.024,0.041,0.059
1.935,0.017,0.035,0.058
1.937,0.009,0.030,0.057
1.938,0.004,0.023,0.053
1.940,0.003,0.021,0.051
1.942,0.002,0.021,0.050
1.943,0.002,0.017,0.044
1.945,0.004,0.015,0.041
1.947,0.005,0.014,0.041
1.948,0.009,0.018,0.046
1.950,0.014,0.028,0.057
1.952,0.020,0.037,0.065
1.953,0.023,0.046,0.070
1.955,0.029,0.055,0.072
1.957,0.040,0.066,0.075
1.958,0.048,0.077,0.081
1.960,0.052,0.084,0.085
1.962,0.055,0.092,0.091
1.963,0.065,0.100,0.101
1.965,0.071,0.108,0.113
1.967,0.071,0.112,0.123
1.968,0.069,0.116,0.128
1.970,0.072,0.119,0.131
1.972,0.075,0.119,0.134
1.973,0.075,0.120,0.133
1.975,0.076,0.119,0.129
1.977,0.075,0.115,0.124
1.978,0.072,0.106,0.119
1.980,0.068,0.094,0.111
1.982,0.061,0.080,0.096
1.983,0.049,0.066,0.082
1.985,0.031,0.051,0.067
1.987,0.015,0.034,0.050
1.988,-0.004,0.015,0.031
1.990,-0.023,-0.005,0.016
1.992,-0.038,-0.023,0.003
1.993,-0.046,-0.036,-0.008
1.995,-0.051,-0.047,-0.017
1.997,-0.056,-0.054,-0.026
1.998,-0.058,-0.056,-0.034
2.000,-0.059,-0.052,-0.036
2.002,-0.057,-0.047,-0.033
2.003,-0.055,-0.042,-0.031
2.005,-0.056,-0.040,-0.029
2.007,-0.055,-0.037,-0.024
2.008,-0.051,-0.033,-0.022
2.010,-0.051,-0.032,-0.027
2.012,-0.051,-0.037,-0.032
2.013,-0.050,-0.042,-0.031
2.015,-0.045,-0.044,-0.028
2.017,-0.042,-0.048,-0.026
2.018,-0.041,-0.053,-0.022
2.020,-0.042,-0.056,-0.018
2.022,-0.046,-0.057,-0.016
2.023,-0.052,-0.058,-0.022
2.025,-0.062,-0.064,-0.031
2.027,-0.073,-0.070,-0.042
2.028,-0.082,-0.074,-0.057
2.030,-0.086,-0.080,-0.068
2.032,-0.090,-0.085,-0.076
2.033,-0.092,-0.088,-0.082
2.035,-0.092,-0.087,-0.091
2.037,-0.088,-0.088,-0.093
2.038,-0.086,-0.090,-0.088
2.040,-0.082,-0.090,-0.085
2.042,-0.077,-0.085,-0.076
2.043,-0.072,-0.079,-0.064
2.045,-0.068,-0.074,-0.053
2.047,-0.062,-0.067,-0.045
2.048,-0.055,-0.058,-0.044
2.050,-0.050,-0.052,-0.043
2.052,-0.048,-0.050,-0.045
2.053,-0.045,-0.048,-0.048
2.055,-0.043,-0.046,-0.049
2.057,-0.043,-0.045,-0.051
2.058,-0.043,-0.044,-0.046
2.060,-0.044,-0.043,-0.040
2.062,-0.042,-0.041,-0.033
2.063,-0.041,-0.040,-0.027
2.065,-0.039,-0.040,-0.022
2.067,-0.039,-0.038,-0.019
2.068,-0.040,-0.035,-0.016
2.070,-0.039,-0.033,-0.016
2.072,-0.041,-0.033,-0.021
2.073,-0.045,-0.034,-0.030
2.075,-0.046,-0.036,-0.033
2.077,-0.045,-0.040,-0.034
2.078,-0.044,-0.044,-0.037
2.080,-0.047,-0.050,-0.042
2.082,-0.047,-0.053,-0.042
2.083,-0.045,-0.054,-0.038
2.085,-0.043,-0.054,-0.035
2.087,-0.044,-0.055,-0.033
2.088,-0.044,-0.051,-0.029
2.090,-0.041,-0.045,-0.022
2.092,-0.039,-0.040,-0.018
2.093,-0.036,-0.035,-0.016
2.095,-0.035,-0.033,-0.019
2.097,-0.036,-0.031,-0.020
2.098,-0.034,-0.028,-0.018
2.100,-0.028,-0.023,-0.012
2.102,-0.022,-0.018,-0.009
2.103,-0.018,-0.010,-0.003
2.105,-0.011,0.004,0.011
2.107,0.000,0.021,0.032
2.108,0.009,0.032,0.046
2.110,0.015,0.041,0.054
2.112,0.020,0.051,0.062
2.113,0.028,0.059,0.073
2.115,0.036,0.063,0.079
2.117,0.039,0.063,0.074
2.118,0.040,0.064,0.072
2.120,0.044,0.068,0.074
2.122,0.049,0.072,0.082
2.123,0.050,0.077,0.084
2.125,0.052,0.081,0.083
2.127,0.056,0.086,0.085
2.128,0.062,0.087,0.087
2.130,0.064,0.085,0.089
2.132,0.063,0.082,0.088
2.133,0.062,0.079,0.087
2.135,0.059,0.075,0.084
2.137,0.057,0.071,0.080
2.138,0.049,0.064,0.071
2.140,0.042,0.057,0.061
2.142,0.035,0.047,0.051
2.143,0.028,0.035,0.043
2.145,0.022,0.024,0.039
2.147,0.020,0.021,0.041
2.148,0.023,0.026,0.051
2.150,0.025,0.032,0.060
2.152,0.025,0.040,0.062
2.153,0.025,0.047,0.059
2.155,0.024,0.052,0.057
2.157,0.022,0.053,0.051
2.158,0.018,0.052,0.043
2.160,0.016,0.048,0.035
2.162,0.017,0.040,0.030
2.163,0.016,0.028,0.030
2.165,0.013,0.016,0.028
2.167,0.010,0.004,0.023
2.168,0.006,-0.008,0.017
2.170,0.004,-0.015,0.013
2.172,0.003,-0.015,0.015
2.173,0.004,-0.011,0.017
2.175,0.002,-0.008,0.019
2.177,0.002,-0.007,0.020
2.178,0.001,-0.005,0.020
2.180,-0.006,-0.006,0.015
2.182,-0.016,-0.009,0.005
2.183,-0.023,-0.011,-0.004
2.185,-0.027,-0.012,-0.012
2.187,-0.033,-0.011,-0.021
2.188,-0.040,-0.013,-0.025
2.190,-0.046,-0.018,-0.029
2.192,-0.046,-0.024,-0.031
2.193,-0.043,-0.026,-0.029
2.195,-0.040,-0.026,-0.024
2.197,-0.040,-0.027,-0.021
2.198,-0.041,-0.028,-0.022
2.200,-0.044,-0.030,-0.023
2.202,-0.050,-0.031,-0.023
2.203,-0.057,-0.038,-0.029
2.205,-0.063,-0.045,-0.034
2.207,-0.066,-0.053,-0.041
2.208,-0.063,-0.058,-0.045
2.210,-0.060,-0.062,-0.047
2.212,-0.055,-0.066,-0.053
2.213,-0.052,-0.067,-0.056
2.215,-0.050,-0.066,-0.060
2.217,-0.050,-0.063,-0.059
2.218,-0.053,-0.062,-0.058
2.220,-0.053,-0.061,-0.061
2.222,-0.053,-0.059,-0.059
2.223,-0.052,-0.058,-0.057
2.225,-0.053,-0.059,-0.054
2.227,-0.056,-0.060,-0.053
2.228,-0.053,-0.059,-0.052
2.230,-0.051,-0.057,-0.050
2.232,-0.053,-0.055,-0.050
2.233,-0.058,-0.056,-0.052
2.235,-0.060,-0.057,-0.058
2.237,-0.059,-0.056,-0.062
2.238,-0.060,-0.053,-0.062
2.240,-0.060,-0.050,-0.060
2.242,-0.058,-0.044,-0.057
2.243,-0.054,-0.038,-0.048
2.245,-0.048,-0.032,-0.038
2.247,-0.041,-0.028,-0.028
2.248,-0.034,-0.025,-0.023
2.250,-0.031,-0.024,-0.019
2.252,-0.027,-0.021,-0.012
2.253,-0.021,-0.014,-0.009
2.255,-0.016,-0.007,-0.003
2.257,-0.011,0.002,0.002
2.258,-0.006,0.010,0.010
2.260,0.003,0.017,0.018
2.262,0.013,0.025,0.022
2.263,0.017,0.030,0.028
2.265,0.019,0.031,0.032
2.267,0.021,0.028,0.030
2.268,0.019,0.025,0.026
2.270,0.013,0.024,0.026
2.272,0.006,0.022,0.028
2.273,0.004,0.020,0.024
2.275,0.004,0.019,0.020
2.277,0.006,0.022,0.021
2.278,0.010,0.026,0.024
2.280,0.013,0.029,0.026
2.282,0.016,0.029,0.027
2.283,0.018,0.028,0.028
2.285,0.016,0.026,0.030
2.287,0.011,0.025,0.031
2.288,0.007,0.020,0.031
2.290,0.003,0.010,0.027
2.292,-0.003,0.000,0.017
2.293,-0.013,-0.010,0.008
2.295,-0.026,-0.025,-0.006
2.297,-0.042,-0.045,-0.028
2.298,-0.062,-0.064,-0.055
2.300,-0.081,-0.084,-0.081
2.302,-0.095,-0.107,-0.103
2.303,-0.107,-0.123,-0.123
2.305,-0.119,-0.134,-0.138
2.307,-0.124,-0.139,-0.142
2.308,-0.119,-0.139,-0.138
2.310,-0.111,-0.131,-0.126
2.312,-0.101,-0.117,-0.111
2.313,-0.084,-0.103,-0.089
2.315,-0.061,-0.085,-0.063
2.317,-0.037,-0.063,-0.037
2.318,-0.021,-0.041,-0.016
2.320,-0.007,-0.021,-0.001
2.322,0.005,-0.003,0.011
2.323,0.013,0.011,0.021
2.325,0.015,0.024,0.031
2.327,0.013,0.033,0.036
2.328,0.010,0.036,0.041
2.330,0.007,0.037,0.046
2.332,0.006,0.038,0.051
2.333,0.005,0.038,0.048
2.335,0.000,0.033,0.040
2.337,-0.005,0.026,0.030
2.338,-0.008,0.018,0.018
2.340,-0.012,0.005,0.003
2.342,-0.019,-0.010,-0.010
2.343,-0.028,-0.025,-0.018
2.345,-0.035,-0.039,-0.028
2.347,-0.041,-0.051,-0.036
2.348,-0.047,-0.059,-0.042
2.350,-0.054,-0.063,-0.048
2.352,-0.062,-0.068,-0.058
2.353,-0.069,-0.076,-0.071
2.355,-0.077,-0.082,-0.080
2.357,-0.085,-0.089,-0.086
2.358,-0.090,-0.094,-0.092
2.360,-0.090,-0.098,-0.096
2.362,-0.087,-0.098,-0.097
2.363,-0.085,-0.093,-0.091
2.365,-0.081,-0.086,-0.084
2.367,-0.073,-0.077,-0.079
2.368,-0.064,-0.069,-0.070
2.370,-0.056,-0.059,-0.056
2.372,-0.046,-0.045,-0.038
2.373,-0.033,-0.032,-0.024
2.375,-0.021,-0.021,-0.013
2.377,-0.016,-0.012,-0.002
2.378,-0.012,-0.008,0.002
2.380,-0.011,-0.008,0.002
2.382,-0.011,-0.010,-0.002
2.383,-0.011,-0.013,-0.007
2.385,-0.013,-0.019,-0.014
2.387,-0.016,-0.026,-0.025
2.388,-0.020,-0.033,-0.033
2.390,-0.026,-0.038,-0.041
2.392,-0.037,-0.044,-0.052
2.393,-0.047,-0.054,-0.066
2.395,-0.055,-0.065,-0.077
2.397,-0.059,-0.074,-0.084
2.398,-0.067,-0.079,-0.090
2.400,-0.073,-0.081,-0.092
2.402,-0.074,-0.080,-0.089
2.403,-0.071,-0.076,-0.081
2.405,-0.068,-0.070,-0.072
2.407,-0.064,-0.061,-0.058
2.408,-0.055,-0.053,-0.042
2.410,-0.044,-0.045,-0.030
2.412,-0.034,-0.037,-0.020
2.413,-0.024,-0.028,-0.010
2.415,-0.015,-0.019,-0.001
2.417,-0.009,-0.013,0.002
2.418,-0.009,-0.010,0.002
2.420,-0.010,-0.009,0.000
2.422,-0.016,-0.013,0.000
2.423,-0.025,-0.020,-0.004
2.425,-0.035,-0.028,-0.010
2.427,-0.040,-0.032,-0.017
2.428,-0.042,-0.037,-0.025
2.430,-0.043,-0.042,-0.032
2.432,-0.040,-0.046,-0.034
2.433,-0.035,-0.051,-0.033
2.435,-0.032,-0.054,-0.031
2.437,-0.034,-0.059,-0.030
2.438,-0.036,-0.063,-0.030
2.440,-0.041,-0.067,-0.033
2.442,-0.049,-0.072,-0.043
2.443,-0.060,-0.077,-0.055
2.445,-0.068,-0.082,-0.068
2.447,-0.072,-0.083,-0.078
2.448,-0.075,-0.085,-0.087
2.450,-0.073,-0.085,-0.086
2.452,-0.068,-0.081,-0.080
2.453,-0.058,-0.073,-0.072
2.455,-0.050,-0.064,-0.061
2.457,-0.040,-0.057,-0.050
2.458,-0.031,-0.049,-0.040
2.460,-0.023,-0.041,-0.033
2.462,-0.020,-0.034,-0.029
2.463,-0.021,-0.029,-0.029
2.465,-0.023,-0.023,-0.030
2.467,-0.026,-0.017,-0.031
2.468,-0.028,-0.013,-0.025
2.470,-0.029,-0.012,-0.022
2.472,-0.029,-0.014,-0.023
2.473,-0.030,-0.018,-0.020
2.475,-0.031,-0.021,-0.016
2.477,-0.029,-0.021,-0.009
2.478,-0.024,-0.020,-0.006
2.480,-0.019,-0.013,0.003
2.482,-0.013,-0.001,0.014
2.483,-0.006,0.010,0.024
2.485,0.002,0.019,0.034
2.487,0.006,0.023,0.041
2.488,0.005,0.025,0.044
2.490,0.002,0.022,0.043
2.492,-0.002,0.015,0.036
2.493,-0.010,0.005,0.027
2.495,-0.020,-0.006,0.018
2.497,-0.027,-0.014,0.009
2.498,-0.033,-0.022,-0.002
2.500,-0.041,-0.032,-0.016
2.502,-0.048,-0.041,-0.025
2.503,-0.056,-0.050,-0.035
2.505,-0.063,-0.061,-0.047
2.507,-0.072,-0.071,-0.058
2.508,-0.078,-0.077,-0.066
2.510,-0.082,-0.078,-0.067
2.512,-0.084,-0.073,-0.064
2.513,-0.079,-0.065,-0.056
2.515,-0.070,-0.056,-0.043
2.517,-0.062,-0.046,-0.032
2.518,-0.053,-0.033,-0.017
2.520,-0.044,-0.024,-0.005
2.522,-0.034,-0.019,0.006
2.523,-0.028,-0.015,0.013
2.525,-0.024,-0.006,0.018
2.527,-0.021,0.000,0.022
2.528,-0.021,0.001,0.024
2.530,-0.024,0.004,0.030
2.532,-0.026,0.008,0.036
2.533,-0.024,0.016,0.041
2.535,-0.021,0.024,0.047
2.537,-0.018,0.030,0.056
2.538,-0.012,0.034,0.068
2.540,-0.006,0.039,0.076
2.542,-0.002,0.045,0.080
2.543,-0.005,0.046,0.084
2.545,-0.011,0.041,0.083
2.547,-0.015,0.037,0.081
2.548,-0.019,0.033,0.075
2.550,-0.023,0.029,0.064
2.552,-0.028,0.021,0.051
2.553,-0.034,0.013,0.037
2.555,-0.039,0.009,0.031
2.557,-0.044,0.005,0.023
2.558,-0.045,0.002,0.017
2.560,-0.044,-0.001,0.018
2.562,-0.041,0.001,0.021
2.563,-0.038,0.005,0.027
2.565,-0.035,0.010,0.032
2.567,-0.031,0.017,0.039
2.568,-0.029,0.025,0.041
2.570,-0.030,0.030,0.041
2.572,-0.031,0.030,0.042
2.573,-0.030,0.030,0.044
2.575,-0.026,0.031,0.042
2.577,-0.023,0.028,0.042
2.578,-0.024,0.023,0.046
2.580,-0.024,0.020,0.051
2.582,-0.025,0.016,0.051
2.583,-0.027,0.009,0.051
2.585,-0.028,0.001,0.051
2.587,-0.030,-0.006,0.046
2.588,-0.032,-0.010,0.036
2.590,-0.033,-0.013,0.027
2.592,-0.034,-0.017,0.018
2.593,-0.038,-0.020,0.005
2.595,-0.045,-0.025,-0.008
2.597,-0.053,-0.031,-0.021
2.598,-0.061,-0.039,-0.028
2.600,-0.067,-0.047,-0.037
2.602,-0.071,-0.053,-0.043
2.603,-0.074,-0.059,-0.051
2.605,-0.074,-0.065,-0.053
2.607,-0.073,-0.069,-0.057
2.608,-0.069,-0.072,-0.063
2.610,-0.062,-0.069,-0.063
2.612,-0.056,-0.063,-0.058
2.613,-0.048,-0.054,-0.050
2.615,-0.039,-0.044,-0.042
2.617,-0.030,-0.033,-0.029
2.618,-0.020,-0.020,-0.011
2.620,-0.009,-0.008,0.007
2.622,0.006,0.005,0.022
2.623,0.020,0.016,0.036
2.625,0.036,0.024,0.047
2.627,0.051,0.033,0.054
2.628,0.058,0.039,0.055
2.630,0.057,0.041,0.052
2.632,0.051,0.040,0.049
2.633,0.042,0.036,0.041
2.635,0.030,0.031,0.034
2.637,0.015,0.021,0.023
2.638,0.005,0.011,0.008
2.640,-0.003,0.000,-0.007
2.642,-0.009,-0.010,-0.022
2.643,-0.012,-0.018,-0.034
2.645,-0.015,-0.025,-0.042
2.647,-0.017,-0.031,-0.044
2.648,-0.018,-0.037,-0.042
2.650,-0.018,-0.043,-0.041
2.652,-0.021,-0.048,-0.039
2.653,-0.022,-0.047,-0.034
2.655,-0.021,-0.046,-0.034
2.657,-0.019,-0.044,-0.033
2.658,-0.017,-0.041,-0.031
2.660,-0.013,-0.038,-0.024
2.662,-0.010,-0.034,-0.018
2.663,-0.010,-0.033,-0.016
2.665,-0.012,-0.031,-0.012
2.667,-0.012,-0.030,-0.010
2.668,-0.011,-0.026,-0.008
2.670,-0.015,-0.024,-0.011
2.672,-0.019,-0.024,-0.015
2.673,-0.023,-0.023,-0.014
2.675,-0.026,-0.021,-0.014
2.677,-0.028,-0.017,-0.017
2.678,-0.028,-0.013,-0.017
2.680,-0.023,-0.009,-0.012
2.682,-0.017,-0.001,-0.006
2.683,-0.006,0.007,0.005
2.685,0.005,0.014,0.020
2.687,0.013,0.023,0.035
2.688,0.021,0.034,0.048
2.690,0.024,0.046,0.059
2.692,0.031,0.057,0.067
2.693,0.036,0.064,0.072
2.695,0.039,0.069,0.077
2.697,0.040,0.068,0.078
2.698,0.037,0.065,0.077
